"","title_original","author_lastname","author_firstname","pub_year","language_codes","series_first"
"17665","Die heilige Johanna der Schlachthöfe","Brecht","Bertolt","1932","ger","Versuche / Bertolt Brecht"
"17666","Der Hofmeister","Lenz","Jakob Michael Reinhold","1955","ger","Versuche / Bertolt Brecht"
"17667","Der Hofmeister","Lenz","Jakob Michael Reinhold","1952","ger","Versuche / Bertolt Brecht"
"17668","Der gute Mensch von Sezuan","Brecht","Bertolt","1957","ger","Versuche / Bertolt Brecht"
"17669","Der gute Mensch von Sezuan","Brecht","Bertolt","1960","ger","Versuche / Bertolt Brecht"
"17670","Der gute Mensch von Sezuan","Brecht","Bertolt","1961","ger","Versuche / Bertolt Brecht"
"17671","Leben des Galilei","Brecht","Bertolt","1957","ger","Versuche / Bertolt Brecht"
"17672","Leben des Galilei","Brecht","Bertolt","1958","ger","Versuche / Bertolt Brecht"
"17673","Bekenntnisse des Hochstaplers Felix Krull","Mann","Thomas","1948","ger","Vespa blu"
"17674","Iphigenie auf Tauris","Goethe","Johann Wolfgang","1950","ger","Vezena Beséda ; 6"
"17675","Die Verwandlung","Kafka","Franz","2020","cze || ger","Vichr"
"17676","Buddenbrooks","Mann","Thomas","    ","srp || ger","Vijesti"
"17677","Die Blechtrommel","Grass","Günter","    ","srp || ger","Vijesti"
"17678","Maria Stuart","Schiller","Friedrich","1959","ger","Világirodalmi Kiskönyvtár"
"17679","Die heilige Johanna der Schlachthöfe","Brecht","Bertolt","1961","ger","Világirodalmi Kiskönyvtár"
"17680","Der gute Mensch von Sezuan","Brecht","Bertolt","1957","ger","Világirodalmi Kiskönyvtár"
"17681","Die Leiden des jungen Werthers","Goethe","Johann Wolfgang","1957","ger","Világirodalmi Kiskönyvtár"
"17682","Leben des Galilei","Brecht","Bertolt","1958","ger","Világirodalmi Kiskönyvtár"
"17683","Nathan der Weise","Lessing","Gotthold Ephraim","1958","ger","Világirodalmi Kiskönyvtár"
"17684","Kabale und Liebe","Schiller","Friedrich","1956","ger","Világirodalmi Kiskönyvtár"
"17685","Die Blechtrommel","Grass","Günter","1973","ger","Világkönyvtár"
"17686","Berlin Alexanderplatz","Döblin","Alfred","1976","ger","Világkönyvtár"
"17687","Franziska Linkerhand","Reimann","Brigitte","1977","ger","Világkönyvtár"
"17688","Die Blechtrommel","Grass","Günter","1980","ger","Világkönyvtár"
"17689","Ansichten eines Clowns","Böll","Heinrich","1982","ger","Világkönyvtár"
"17690","Italienische Reise","Goethe","Johann Wolfgang","1961","ger","Vindrosböckerna"
"17691","Italienische Reise","Goethe","Johann Wolfgang","1961","ger","Vindrosböckerna"
"17692","Nach Mitternacht","Keun","Irmgard","2014","fre || ger","Vintage"
"17693","Das Schloss","Kafka","Franz","1974","ger","Vintage"
"17694","Buddenbrooks","Mann","Thomas","[1961]","ger","Vintage books : V"
"17695","Die Leiden des jungen Werthers","Goethe","Johann Wolfgang","1973","ger","Vintage books : V"
"17696","Die verlorene Ehre der Katharina Blum","Böll","Heinrich","2000","eng || ger","Vintage classics"
"17697","Die Blechtrommel","Grass","Günter","2004","eng || ger","Vintage classics"
"17698","Bekenntnisse des Hochstaplers Felix Krull","Mann","Thomas","2019","eng || ger","Vintage classics"
"17699","Der Verschollene","Kafka","Franz","2008","eng || ger","Vintage classics"
"17700","Die Blechtrommel","Grass","Günter","1990","eng || ger","Vintage international"
"17701","Bekenntnisse des Hochstaplers Felix Krull","Mann","Thomas","1992","eng || ger","Vintage international"
"17702","Buddenbrooks","Mann","Thomas","1992","eng || ger","Vintage international"
"17703","Das Parfum","Süskind","Patrick","2001","eng || ger","Vintage international"
"17704","Maria Stuart","Schiller","Friedrich","[1943]","ger","Volk und Dichtung"
"17705","Michael Kohlhaas","Kleist","Heinrich","[1943]","ger","Volk und Dichtung"
"17706","Prinz Friedrich von Homburg","Kleist","Heinrich","[1943]","ger","Volk und Dichtung"
"17707","Der Untertan","Mann","Heinrich","1946","ger","Volk und Wissen Sammelbücherei : Gruppe 1 : Serie H"
"17708","Das Feuer","Barbusse","Henri","1947","ger","Volk und Wissen Sammelbücherei : Gruppe 1 : Serie H"
"17709","Die Judenbuche","Droste-Hülshoff","Annette","1948","ger","Volker-Schulbuchreihe"
"17710","Das Erdbeben in Chili","Kleist","Heinrich","1917","ger","Volksbücher der Deutschen Dichter-Gedächtnisstiftung"
"17711","Michael Kohlhaas","Kleist","Heinrich","1943","ger","Volksreeks // Davidsfonds"
"17712","Undine","de la Motte Fouqué","Friedrich","1950 || 1950","ger","Volksschatz"
"17713","Undine","de la Motte Fouqué","Friedrich","1947","ger","Volksschatz"
"17714","Undine","de la Motte Fouqué","Friedrich","1920","ger","Volksschatz"
"17715","Katz und Maus","Grass","Günter","1984","ger","Volk-und-Welt-Spektrum"
"17716","Der ewige Spießer","Horváth","Ödön","1971","ger","Volk-und-Welt-Spektrum"
"17717","Hamlet","Shakespeare","William","[1913]","ger","Von Buch zu Buch, von Blatt zu Blatt"
"17718","Tonio Kröger","Mann","Thomas","1948","ger","Von deutscher Art und Kunst"
"17719","Undine","de la Motte Fouqué","Friedrich","1950","ger","Von deutscher Art und Kunst"
"17720","Aus dem Leben eines Taugenichts","Eichendorff","Joseph","1941","ger","Von deutscher Musik"
"17721","Der Verschollene","Kafka","Franz","2003","hrv || ger","Vrhovi svjetske knjievnosti"
"17722","Tod in Venedig","Mann","Thomas","2004","slv || ger","Vrhunci stoletja"
"17723","Die Blechtrommel","Grass","Günter","2005","slv || ger","Vrhunci stoletja"
"17724","Ansichten eines Clowns","Böll","Heinrich","2004","slv || ger","Vrhunci stoletja"
"17725","Hamlet","Shakespeare","William","1921 || 1921","ger","Vsemirnyj Panteon"
"17726","Das Schloss","Kafka","Franz","1963","ger","W & W serien"
"17727","Das Schloss","Kafka","Franz","1975","ger","W & W serien"
"17728","In der Strafkolonie","Kafka","Franz","1965","ger","W & W serien"
"17729","Räuberbande","Heinrich","Finn-Ole","    ","nan","Würzburger Trilogie / Leonhard Frank"
"17730","In der Strafkolonie","Kafka","Franz","1995","ger","Wagenbachs Sommerbuch"
"17731","In der Strafkolonie","Kafka","Franz","1975","ger","Wagenbachs Taschenbücherei"
"17732","Nathan der Weise","Lessing","Gotthold Ephraim","1977","ger","Wagenbachs Taschenbücherei"
"17733","Der Verbrecher aus verlorener Ehre","Schiller","Friedrich","1984","ger","Wagenbachs Taschenbuch"
"17734","In der Strafkolonie","Kafka","Franz","1998","ger","Wagenbachs Taschenbuch"
"17735","Hamlet","Shakespeare","William","1999","ger || eng","Wagenbachs Taschenbuch"
"17736","Hamlet","Shakespeare","William","2014","ger || eng","Wagenbachs Taschenbuch"
"17737","Italienische Reise","Goethe","Johann Wolfgang","[um 1926]","ger","Waldorfbücherei : Reihe 13, Das schöne Deutschland"
"17738","Peter Schlemihls wundersame Geschichte","Chamisso","Adelbert","[1923]","ger","Wandersmann-Bücherei"
"17739","Die Judenbuche","Droste-Hülshoff","Annette","[1925]","ger","Wandersmann-Bücherei"
"17740","Das Schloss Dürande","Eichendorff","Joseph","[1925]","ger","Wandersmann-Bücherei"
"17741","Michael Kohlhaas","Kleist","Heinrich","1940","ger","Weberschiffchen-Bücherei"
"17742","Tonio Kröger","Mann","Thomas","1966","ger","Weilin + Göösin Kirjasto ; 4"
"17743","Prinz Friedrich von Homburg","Kleist","Heinrich","[1916]","ger","Weises Deutsche Bücherei"
"17744","Maria Stuart","Schiller","Friedrich","[1916]","ger","Weises Deutsche Bücherei"
"17745","Das Marmorbild","Eichendorff","Joseph","2024","|| ger","Welt der Literatur"
"17746","Aus dem Leben eines Taugenichts","Eichendorff","Joseph","2024","|| ger","Welt der Literatur"
"17747","Die Marquise von O.","Kleist","Heinrich","2024","|| ger","Welt der Literatur"
"17748","Prinz Friedrich von Homburg","Kleist","Heinrich","[1922] || [1922]","ger","Welt-Bibliothek"
"17749","Die Jungfrau von Orleans","Schiller","Friedrich","[1922] || [1922]","ger","Welt-Bibliothek"
"17750","Der zerbrochne Krug","Kleist","Heinrich","[1922] || [1922]","ger","Welt-Bibliothek"
"17751","Hamlet","Shakespeare","William","[1922] || [1922]","ger","Welt-Bibliothek"
"17752","Nathan der Weise","Lessing","Gotthold Ephraim","[1922] || [1922]","ger","Welt-Bibliothek"
"17753","Michael Kohlhaas","Kleist","Heinrich","[1924]","ger","Welt-Bibliothek"
"17754","Die Räuber","Schiller","Friedrich","[1922] || [1922]","ger","Welt-Bibliothek"
"17755","Die Räuber","Schiller","Friedrich","[1922] || [1922]","ger","Welt-Bibliothek"
"17756","Bekenntnisse des Hochstaplers Felix Krull","Mann","Thomas","2009","ger","Welt-Edition - 25 Autoren aus 60 Jahren"
"17757","Jakob der Lügner","Becker","Jurek","2009","ger","Welt-Edition - 25 Autoren aus 60 Jahren"
"17758","Faserland","Kracht","Christian","2009","ger","Welt-Edition - 25 Autoren aus 60 Jahren"
"17759","Undine","de la Motte Fouqué","Friedrich","[1926]","ger","Weltgeist-Bücher"
"17760","Iphigenie auf Tauris","Goethe","Johann Wolfgang","[1926]","ger","Weltgeist-Bücher"
"17761","Aus dem Leben eines Taugenichts","Eichendorff","Joseph","[1927]","ger","Weltgeist-Bücher"
"17762","Peter Schlemihls wundersame Geschichte","Chamisso","Adelbert","[1927]","ger","Weltgeist-Bücher"
"17763","Hamlet","Shakespeare","William","[1928]","ger","Weltgeist-Bücher"
"17764","Nathan der Weise","Lessing","Gotthold Ephraim","[1929]","ger","Weltgeist-Bücher"
"17765","Dantons Tod","Büchner","Georg","[1926]","ger","Weltgeist-Bücher"
"17766","Prinz Friedrich von Homburg","Kleist","Heinrich","[1926]","ger","Weltgeist-Bücher"
"17767","Michael Kohlhaas","Kleist","Heinrich","[1926]","ger","Weltgeist-Bücher"
"17768","Die Judenbuche","Droste-Hülshoff","Annette","[1927]","ger","Weltgeist-Bücher"
"17769","Emilia Galotti","Lessing","Gotthold Ephraim","[1928]","ger","Weltgeist-Bücher"
"17770","Kabale und Liebe","Schiller","Friedrich","[1929]","ger","Weltgeist-Bücher"
"17771","Faust II","Goethe","Johann Wolfgang","[2019]","ger","Weltliteratur - Dünndruckausgabe"
"17772","Die Jungfrau von Orleans","Schiller","Friedrich","2024","ger","Weltliteratur für Kinder"
"17773","Die Räuber","Schiller","Friedrich","2016","ger","Weltliteratur für Kinder"
"17774","Hamlet","Shakespeare","William","2016","ger","Weltliteratur für Kinder"
"17775","Leonce und Lena","Büchner","Georg","2016","ger","Weltliteratur für Kinder"
"17776","Nathan der Weise","Lessing","Gotthold Ephraim","2016","ger","Weltliteratur für Kinder"
"17777","Bahnwärter Thiel","Hauptmann","Gerhart","1967","ger","Weltliteratur im Original und in arabischer Sprache"
"17778","Effi Briest","Fontane","Theodor","2024","|| ger","Weltliteratur in einfacher Sprache"
"17779","Woyzeck","Büchner","Georg","1923","ger","Welttheater"
"17780","Die Leiden des jungen Werthers","Goethe","Johann Wolfgang","2006","chi || ger","Wen xue jing xuan = Literature"
"17781","Mephisto","Mann","Klaus","[1983]","dut || ger","Wereldvenster literair"
"17782","Das Erdbeben in Chili","Kleist","Heinrich","1914","ger","Werk der Pan-Presse"
"17783","Der Besuch der alten Dame","Dürrenmatt","Friedrich","1980","ger","Werkausgabe / Friedrich Dürrenmatt"
"17784","Die Physiker","Dürrenmatt","Friedrich","1980","ger","Werkausgabe / Friedrich Dürrenmatt"
"17785","Die Leiden des jungen Werthers","Goethe","Johann Wolfgang","1997","ger","Werkausgabe / Johann Wolfgang von Goethe"
"17786","Faust II","Goethe","Johann Wolfgang","1997","ger","Werkausgabe / Johann Wolfgang von Goethe"
"17787","Italienische Reise","Goethe","Johann Wolfgang","1998","ger","Werkausgabe / Johann Wolfgang von Goethe"
"17788","Transit","Seghers","Anna","2001","ger","Werkausgabe : 1, Das erzählerische Werk"
"17789","Der Besuch der alten Dame","Dürrenmatt","Friedrich","1980","ger","Werkausgabe"
"17790","Die Physiker","Dürrenmatt","Friedrich","1985","ger","Werkausgabe"
"17791","Vor Sonnenaufgang","Hauptmann","Gerhart","1994","ger","Werkauswahl / Gerhart Hauptmann"
"17792","Die Ratten","Hauptmann","Gerhart","1994","ger","Werkauswahl / Gerhart Hauptmann"
"17793","Der Untertan","Mann","Heinrich","[1980] || [1980] || [1980] || [1980] || [1980]","ger","Werkauswahl in 10 Bänden"
"17794","Professor Unrat","Mann","Heinrich","[1980] || [1980] || [1980] || [1980] || [1980]","ger","Werkauswahl in 10 Bänden"
"17795","Lenz","Büchner","Georg","1990","ger","Werkdruck aus der Hausdruckerei der Papierfabrik Zerkall, Renker & Söhne"
"17796","Hamlet","Shakespeare","William","1998","ger || eng","Werkdruck aus der Hausdruckerei der Papierfabrik Zerkall, Renker & Söhne"
"17797","Über das Marionettentheater","Kleist","Heinrich","1966","ger","Werkdruck aus der Hausdruckerei der Papierfabrik Zerkall, Renker und Söhne"
"17798","Sprachgitter","Celan","Paul","2020","ger","Werke"
"17799","Transit","Seghers","Anna","1977","ger","Werke / Anna Seghers"
"17800","Das Schloss","Kafka","Franz","[2024]","ger","Werke / Franz Kafka ; Band 4"
"17801","Das Schloss","Kafka","Franz","1986","ger","Werke / Franz Kafka."
"17802","Im Krebsgang","Grass","Günter","Okt 20","ger","Werke / Günter Grass"
"17803","Die Blechtrommel","Grass","Günter","Okt 20","ger","Werke / Günter Grass"
"17804","Katz und Maus","Grass","Günter","Okt 20","ger","Werke / Günter Grass"
"17805","Die Leiden des jungen Werthers","Goethe","Johann Wolfgang","[1958]","ger","Werke / Goethe"
"17806","Die Leiden des jungen Werthers","Goethe","Johann Wolfgang","1960","ger","Werke / Goethe"
"17807","Der zerbrochne Krug","Kleist","Heinrich","[2008]","ger","Werke / Heinrich von Kleist"
"17808","Penthesilea","Kleist","Heinrich","2008","ger","Werke / Heinrich von Kleist"
"17809","Buddenbrooks","Mann","Thomas","1951","ger","Werke / Thomas Mann : Stockholmer Ausg. "
"17810","Die Leiden des jungen Werthers","Goethe","Johann Wolfgang","    ","nan","Werke [in Einzelbänden] // Johann Wolfgang von Goethe"
"17811","Das Schloss","Kafka","Franz","2000","ger","Werke"
"17812","Tauben im Gras","Koeppen","Wolfgang","2006","ger","Werke"
"17813","Dantons Tod","Büchner","Georg","1947","ger","Werke der Weltliteratur"
"17814","Kabale und Liebe","Schiller","Friedrich","1947","ger","Werke der Weltliteratur"
"17815","Michael Kohlhaas","Kleist","Heinrich","1947","ger","Werke der Weltliteratur"
"17816","Nathan der Weise","Lessing","Gotthold Ephraim","1947","ger","Werke der Weltliteratur"
"17817","Peter Schlemihls wundersame Geschichte","Chamisso","Adelbert","1923","ger","Werke der Weltliteratur"
"17818","Peter Schlemihls wundersame Geschichte","Chamisso","Adelbert","1923","ger","Werke der Weltliteratur"
"17819","Peter Schlemihls wundersame Geschichte","Chamisso","Adelbert","[1921]","ger","Werke der Weltliteratur"
"17820","Michael Kohlhaas","Kleist","Heinrich","[1923]","ger","Werke der Weltliteratur"
"17821","Iphigenie auf Tauris","Goethe","Johann Wolfgang","1947","ger","Werke der Weltliteratur"
"17822","Emilia Galotti","Lessing","Gotthold Ephraim","2004","ger","Werke in Einzelausgaben"
"17823","Frau Jenny Treibel","Fontane","Theodor","[19]56","ger","Werke in Einzelausgaben / Fontane"
"17824","Frau Jenny Treibel","Fontane","Theodor","1963","ger","Werke in Einzelausgaben / Fontane"
"17825","Irrungen, Wirrungen","Fontane","Theodor","1964","ger","Werke in Einzelausgaben / Fontane"
"17826","Mathilde Möhring","Fontane","Theodor","1964","ger","Werke in Einzelausgaben / Fontane"
"17827","Deutschland. Ein Wintermärchen","Heine","Heinrich","1923","ger","Werke in Einzelausgaben / Heine"
"17828","Effi Briest","Fontane","Theodor","1958","ger","Werke in Einzelausgaben / Theodor Fontane"
"17829","Irrungen, Wirrungen","Fontane","Theodor","[1957]","ger","Werke in Einzelausgaben / Theodor Fontane"
"17830","Mathilde Möhring","Fontane","Theodor","[1957]","|| ger","Werke in Einzelausgaben / Theodor Fontane"
"17831","Der Untertan","Mann","Heinrich","1976","ger","Werksauswahl in 10 [zehn] Bänden / Heinrich Mann"
"17832","Professor Unrat","Mann","Heinrich","1976","ger","Werksauswahl in 10 [zehn] Bänden / Heinrich Mann"
"17833","Räuberbande","Heinrich","Finn-Ole","[1933]","ger","Werkstunden-Bücherei"
"17834","Aus dem Leben eines Taugenichts","Eichendorff","Joseph","1921","ger","Westermanns Hausbücherei"
"17835","Das Erdbeben in Chili","Kleist","Heinrich","1949","ger","Westermanns Textausgaben für den Deutschunterricht an höheren Lehranstalten"
"17836","Der Verbrecher aus verlorener Ehre","Schiller","Friedrich","1949","ger","Westermanns Textausgaben für den Deutschunterricht an höheren Lehranstalten"
"17837","Iphigenie auf Tauris","Goethe","Johann Wolfgang","1949","ger","Westermanns Textausgaben für den Deutschunterricht an höheren Lehranstalten"
"17838","Prinz Friedrich von Homburg","Kleist","Heinrich","1950","ger","Westermanns Textausgaben für den Deutschunterricht an höheren Lehranstalten"
"17839","Der ewige Spießer","Horváth","Ödön","    ","nan","Wiener Ausgabe sämtlicher Werke / Ödön von Horváth"
"17840","Aus dem Leben eines Taugenichts","Eichendorff","Joseph","1942","ger","Wiesbadener Volksbücher"
"17841","Die Judenbuche","Droste-Hülshoff","Annette","1949","ger","Wiesbadener Volksbücher"
"17842","Michael Kohlhaas","Kleist","Heinrich","1949","ger","Wiesbadener Volksbücher"
"17843","Aus dem Leben eines Taugenichts","Eichendorff","Joseph","1942","ger","Wiesbadener Volksbücher"
"17844","Aus dem Leben eines Taugenichts","Eichendorff","Joseph","[1928] || [1928]","ger","Wiesbadener Volksbücher"
"17845","Der blonde Eckbert","Tieck","Ludwig","[1928] || [1928]","ger","Wiesbadener Volksbücher"
"17846","Der goldne Topf","Hoffmann","E.T.A.","1931 || 1931","ger","Wiesbadener Volksbücher"
"17847","Die Judenbuche","Droste-Hülshoff","Annette","1942","ger","Wiesbadener Volksbücher"
"17848","Die Judenbuche","Droste-Hülshoff","Annette","[1926]","ger","Wiesbadener Volksbücher"
"17849","Die Judenbuche","Droste-Hülshoff","Annette","[um 1924]","ger","Wiesbadener Volksbücher"
